197,4
174,5
61,5
77,4
120,4
138,4
172,3
90,4
163,3
139,5
201,3
129,3
170,4
53,4
156,5
27,4
183,3
83,5
209,4
133,3
135,4
164,4
73,5
113,3
117,4
85,5
166,5
40,5
8,5
168,5
17,3
204,4
140,4
103,4
187,5
185,5
122,4
5,4
208,4
65,4
106,5
145,4
64,3
162,5
54,4
10,4
198,3
74,5
1,4
98,5
