112,2
189,3
163,4
30,3
16,3
127,5
114,4
7,3
33,3
117,5
77,3
29,4
171,3
165,3
203,3
85,3
168,3
102,4
198,3
187,5
131,3
37,4
46,3
109,5
0,3
19,5
143,5
47,4
194,1
185,3
91,3
207,3
32,3
97,5
70,4
79,4
169,3
172,3
190,5
54,5
6,4
148,4
22,3
122,4
21,4
121,3
64,3
25,3
135,1
157,5
